CustomerID,InvoiceDate,InvoiceNo,Monetary
13692.0,25,55,1466.8700000000001
13693.0,325,4,-32.0
13694.0,4,585,62653.1
13695.0,31,90,2504.13
13697.0,39,12,151.29999999999998
13699.0,155,14,308.58000000000004
13700.0,26,197,2265.12
13703.0,318,1,99.5
13704.0,5,135,2295.31
13705.0,8,28,711.86
13706.0,303,20,330.79
13707.0,267,48,806.41
13708.0,271,51,296.88
13709.0,4,346,6249.110000000001
13710.0,32,8,180.48
13711.0,219,13,252.06
13712.0,247,10,228.84
13715.0,281,108,1053.94
13716.0,269,21,138.28
13717.0,32,103,1432.26
13718.0,246,12,306.55
13719.0,15,60,1041.68
13720.0,117,43,799.9
13721.0,36,28,524.14
13722.0,120,86,2369.16
13723.0,217,6,199.85000000000002
13725.0,50,118,1809.81
13726.0,39,42,1079.6599999999999
13727.0,29,20,333.48
13728.0,37,63,1016.14
13730.0,136,43,752.6
13731.0,219,38,610.59
13732.0,28,33,491.86
13735.0,25,208,2766.18
13736.0,5,194,724.0
13737.0,200,30,339.59999999999997
13739.0,18,3,216.9
13740.0,241,23,350.75
13741.0,72,35,666.33
13742.0,17,323,3102.42
13743.0,3,42,1340.1499999999999
13744.0,95,72,1156.36
13745.0,151,26,291.54
13747.0,374,1,79.6
13748.0,96,28,948.25
13750.0,54,24,1647.26
13751.0,288,9,296.25
13752.0,124,76,1186.28
13753.0,288,35,741.26
13754.0,152,12,282.59999999999997
13755.0,4,343,2154.68
13756.0,2,143,5145.12
13758.0,12,117,3190.55
13759.0,33,25,659.4100000000001
13760.0,54,57,286.79
13761.0,50,70,1070.65
13762.0,204,14,3.552713678800501e-15
13763.0,63,17,1689.46
13764.0,71,208,1521.76
13767.0,2,399,16945.71
13769.0,2,143,2771.87
13771.0,64,120,2631.7
13772.0,34,177,1132.13
13774.0,82,22,345.0
13777.0,1,219,25748.350000000002
13778.0,103,9,178.7
13780.0,7,57,360.01
13781.0,251,17,127.84
13782.0,13,115,912.0
13784.0,10,31,2462.79
13786.0,367,7,230.39999999999998
13787.0,76,31,309.04
13790.0,4,45,348.8
13791.0,43,17,1047.68
13792.0,66,13,195.55
13798.0,1,439,36351.42
13799.0,117,39,688.86
13800.0,310,33,558.32
13801.0,67,23,324.8
13802.0,138,66,3906.27
13803.0,255,17,277.07
13804.0,31,137,2635.79
13805.0,52,13,924.6
13806.0,64,10,256.38
13807.0,367,7,112.6
13808.0,6,76,1747.66
13809.0,305,12,155.05
13810.0,29,36,899.51
13811.0,184,14,591.75
13812.0,42,36,539.0
13813.0,40,71,1353.41
13814.0,56,58,1562.12
13815.0,22,177,4014.91
13816.0,24,33,555.04
13817.0,29,24,382.98
13819.0,302,36,1140.35
13821.0,145,59,385.64
13822.0,6,96,632.0
13823.0,19,40,957.66
13824.0,33,46,1698.94
13826.0,158,12,174.65
13827.0,58,93,412.05
13828.0,22,15,209.49
13829.0,359,1,-102.0
13831.0,16,74,2202.99
13832.0,18,4,40.949999999999996
13833.0,159,29,384.8
13835.0,25,55,834.57
13837.0,212,19,271.24
13838.0,6,174,691.73
13841.0,253,1,85.0
13842.0,59,206,3385.62
13844.0,11,20,361.62
13845.0,65,9,312.98
13846.0,25,58,847.61
13848.0,92,5,1255.0
13849.0,52,101,1537.95
13850.0,88,94,1586.81
13851.0,96,81,2651.46
13853.0,9,24,1056.94
13854.0,9,114,8025.0199999999995
13856.0,169,17,363.4
13858.0,57,11,216.17
13859.0,326,28,201.16
13860.0,1,77,1240.0
13862.0,18,142,2187.31
13863.0,245,22,299.56
13865.0,58,30,501.56
13866.0,74,7,145.67000000000002
13867.0,31,61,1015.29
13868.0,7,33,3192.54
13869.0,123,307,3104.95
13870.0,2,118,2751.25
13871.0,23,338,6389.8
13873.0,120,24,381.7
13874.0,358,18,540.45
13875.0,54,104,1786.79
13876.0,64,7,122.7
13877.0,86,3,117.24
13878.0,55,36,1281.53
13880.0,21,165,3219.77
13881.0,4,180,16989.52
13882.0,3,66,1131.28
13883.0,1,155,2538.75
13884.0,7,60,781.3000000000001
13885.0,189,28,506.8
13886.0,71,16,243.56
13887.0,204,19,349.55
13888.0,120,40,605.63
13889.0,93,15,416.90000000000003
13890.0,1,114,1860.8600000000001
13892.0,27,27,632.97
13893.0,298,21,821.1
13894.0,22,30,535.97
13895.0,21,119,2588.12
13897.0,50,17,311.16
13898.0,326,12,155.93
13899.0,16,19,388.52
13900.0,183,43,740.95
13901.0,72,149,2867.2
13904.0,37,26,332.64
13908.0,80,126,2347.05
13911.0,57,148,2580.91
13914.0,4,34,613.95
13917.0,50,18,272.04
13918.0,50,30,1212.8400000000001
13919.0,53,33,350.15999999999997
13922.0,352,7,172.25
13923.0,54,20,351.13
13924.0,2,137,1682.08
13925.0,36,45,616.65
13926.0,23,11,223.85000000000002
13927.0,75,21,348.99
13928.0,11,27,464.57
13929.0,169,10,802.85
13930.0,58,17,337.34
13931.0,86,59,1230.93
13932.0,295,16,307.4
13933.0,109,23,608.7900000000001
13934.0,264,31,922.1
13936.0,171,27,361.28
13937.0,169,9,158.85
13938.0,35,7,71.66
13939.0,23,46,556.75
13940.0,17,49,839.14
13941.0,22,47,4912.41
13946.0,79,11,561.5699999999999
13947.0,65,5,90.6
13948.0,361,3,102.0
13949.0,3,160,2427.32
13950.0,11,36,728.56
13951.0,176,39,674.45
13952.0,211,138,3246.091
13953.0,7,20,3515.68
13954.0,2,30,378.59
13955.0,154,33,322.96
13956.0,5,152,1026.42
13958.0,372,5,-102.45
13959.0,79,92,598.2
13960.0,21,12,230.22
13962.0,22,11,169.55
13963.0,308,35,664.54
13967.0,146,2,80.7
13969.0,7,633,8986.69
13971.0,9,158,2702.2200000000003
13972.0,71,15,190.25
13973.0,287,11,264.7
13974.0,49,28,413.59000000000003
13975.0,31,340,2503.23
13976.0,207,10,357.98
13978.0,15,15,196.79000000000002
13979.0,73,54,869.87
13980.0,60,11,200.14
13982.0,39,115,1861.11
13983.0,30,112,2590.46
13984.0,27,17,488.03
13985.0,4,353,7024.53
13986.0,17,13,320.46
13988.0,20,239,4098.8
13989.0,66,41,1266.08
13990.0,213,16,311.3
13991.0,12,86,850.63
13992.0,30,5,76.8
13993.0,32,125,3409.66
13994.0,4,155,2313.14
13995.0,15,87,1383.49
13999.0,10,212,3865.26
14000.0,206,16,633.71
14001.0,46,40,2030.3300000000002
14002.0,134,47,529.73
14004.0,43,171,4582.64
14005.0,10,84,2874.72
14006.0,116,30,962.19
14009.0,198,44,685.9300000000001
14012.0,278,11,328.8
14013.0,110,34,473.02
14014.0,77,39,505.18
14015.0,53,20,917.34
14016.0,154,162,4328.46
14019.0,47,68,1398.96
14020.0,17,39,642.8
14021.0,155,22,631.9
14022.0,225,28,440.0
14023.0,7,31,584.07
14024.0,122,16,327.7
14027.0,61,6,104.82
14029.0,63,15,467.66
14030.0,18,243,2360.09
14031.0,7,258,14634.640000000001
14032.0,2,152,2929.84
14034.0,22,92,512.02
14035.0,29,66,1428.02
14036.0,285,38,626.65
14037.0,176,28,147.20000000000002
14038.0,78,93,1554.48
14039.0,33,6,152.2
14040.0,41,241,3542.19
14041.0,266,21,141.41
14044.0,27,209,652.82
14045.0,109,6,1659.75
14046.0,284,14,154.99
14047.0,9,34,1290.01
14048.0,277,88,375.13
14049.0,17,505,5639.15
14050.0,32,54,746.36
14051.0,1,215,15477.34
14052.0,20,56,225.36
14053.0,124,4,260.25
14054.0,65,6,92.46
14055.0,106,10,725.6400000000001
14056.0,1,1128,8124.4
14057.0,24,291,6147.4
14059.0,267,8,183.6
14060.0,5,203,6135.38
14062.0,10,111,10464.85
14064.0,29,82,1188.32
14066.0,267,7,152.55
14067.0,64,52,374.7
14068.0,320,24,265.85
14071.0,4,333,1307.41
14073.0,21,14,139.54
14075.0,5,43,942.26
14076.0,129,46,122.47
14077.0,41,42,499.41999999999996
14078.0,102,65,1049.37
14079.0,125,12,375.1
14080.0,33,4,45.599999999999994
14081.0,267,156,904.67
14082.0,365,29,182.25
14083.0,4,181,1018.43
14085.0,2,451,4435.79
14087.0,3,70,181.67
14088.0,10,590,50415.49
14089.0,57,14,161.0
14090.0,325,1,76.32000000000001
14092.0,8,217,4063.1
14093.0,12,105,442.85
14096.0,4,5128,57120.909999999996
14098.0,37,21,147.35
14099.0,16,252,3092.9700000000003
14100.0,138,26,194.9
14101.0,74,35,5976.79
14102.0,5,84,1314.73
14104.0,155,21,216.20999999999998
14105.0,85,76,1260.33
14107.0,52,124,2688.48
14108.0,31,35,594.16
14109.0,23,14,80.2
14110.0,4,157,5669.65
14111.0,14,11,688.6
14112.0,23,173,2774.17
14113.0,4,40,1377.92
14114.0,274,15,386.53
14116.0,20,72,1382.74
14117.0,144,3,90.0
14119.0,354,1,-19.9
14121.0,4,161,2740.3
14124.0,84,5,419.58000000000004
14125.0,11,167,2740.43
14126.0,8,16,643.6300000000001
14127.0,123,44,709.71
14128.0,61,46,637.5
14129.0,2,52,1123.8600000000001
14130.0,319,67,483.86
14132.0,2,201,3580.13
14133.0,130,30,590.3399999999999
14135.0,2,134,4690.31
14138.0,2,47,982.3800000000001
14139.0,46,26,415.82
14140.0,4,67,920.05
14141.0,3,46,879.0300000000001
14142.0,373,22,311.81
14143.0,134,7,115.8
14145.0,47,12,3148.2
14146.0,9,245,2949.57
14147.0,49,6,468.4
14148.0,234,3,157.2
14149.0,213,40,259.43
14150.0,36,26,658.64
14152.0,75,50,611.09
14154.0,239,52,1345.62
14155.0,266,6,118.75
14156.0,10,1420,113384.14
14157.0,20,49,400.43
14158.0,40,41,507.66
14159.0,20,1212,4678.3
14161.0,216,108,1110.52
14162.0,174,25,289.36
14163.0,87,52,2445.91
14164.0,71,29,1631.77
14165.0,276,25,122.53999999999999
14167.0,39,52,574.84
14171.0,98,58,363.79
14173.0,11,29,450.84
14174.0,33,26,134.46
14175.0,51,164,3108.06
14176.0,297,32,574.0
14177.0,85,43,554.46
14178.0,9,327,1620.93
14179.0,41,165,719.78
14180.0,11,248,4640.77
14184.0,67,24,452.89
14185.0,331,3,197.65
14188.0,9,71,2018.91
14189.0,2,277,4604.31
14191.0,2,263,4660.01
14193.0,68,42,853.39
14194.0,5,604,11216.75
14195.0,202,8,962.7
14196.0,107,6,335.52
14198.0,4,44,663.5
14199.0,218,2,185.39999999999998
14201.0,60,39,688.04
14204.0,2,44,161.03
14205.0,11,39,218.78
14206.0,239,21,308.26
14208.0,95,10,151.74
14209.0,11,88,2067.13
14210.0,91,103,1900.89
14211.0,53,118,2208.3
14212.0,90,9,1070.48
14213.0,372,5,-1192.2
14214.0,31,70,1000.23
14215.0,12,109,1777.92
14216.0,3,59,1839.3
14217.0,2,107,1925.3600000000001
14218.0,43,12,169.48000000000002
14219.0,4,7,89.94
14220.0,247,21,632.4
14221.0,42,194,3427.85
14222.0,177,41,683.17
14223.0,92,61,975.23
14224.0,110,118,1050.12
14226.0,29,73,2201.64
14227.0,26,183,3315.71
14229.0,52,43,1450.6
14231.0,179,54,822.0600000000001
14232.0,32,118,2043.93
14233.0,44,36,1447.51
14234.0,22,159,775.46
14235.0,10,80,3093.86
14236.0,81,15,490.86
14237.0,373,9,161.0
14238.0,326,8,146.85
14239.0,43,116,2323.5
14240.0,30,42,890.34
14241.0,184,10,213.70000000000002
14242.0,235,16,280.55
14243.0,9,148,2535.88
14245.0,176,112,1677.48
14246.0,111,75,1474.06
14247.0,278,20,136.76999999999998
14248.0,318,8,302.58
14250.0,7,111,1904.05
14251.0,2,78,2879.7000000000003
14256.0,254,54,935.0600000000001
14257.0,51,107,3087.27
14258.0,9,112,12650.08
14259.0,142,5,120.0
14261.0,51,52,1163.45
14262.0,8,143,2618.23
14264.0,155,19,319.47
14265.0,109,31,530.18
14267.0,151,66,1279.09
14270.0,332,29,492.65000000000003
14271.0,226,10,112.32
14272.0,74,33,437.96
14273.0,51,29,559.97
14276.0,88,75,1019.39
14277.0,15,228,3957.0
14280.0,197,8,134.04
14282.0,3,156,3729.34
14284.0,31,34,578.45
14285.0,21,27,1910.01
14286.0,24,285,4595.81
14287.0,8,11,151.23000000000002
14288.0,212,17,413.85
14289.0,9,47,911.26
14290.0,11,103,2307.4500000000003
14291.0,2,238,3873.3
14292.0,8,108,4819.33
14293.0,3,61,1046.56
14295.0,40,7,154.70000000000002
14297.0,18,64,1284.06
14298.0,3,1640,50862.44
14299.0,8,162,2855.35
14300.0,19,3,43.2
14301.0,108,16,632.04
14304.0,223,27,197.1
14305.0,71,110,1803.76
14306.0,51,35,2083.42
14307.0,89,180,2995.72
14309.0,8,123,2319.68
14311.0,225,27,229.71
14312.0,47,87,1611.59
14314.0,107,8,120.0
14315.0,21,104,2456.98
14317.0,65,24,508.58000000000004
14320.0,207,42,343.11
14321.0,11,123,1530.75
14323.0,115,41,574.26
14326.0,235,9,166.85
14327.0,163,12,311.65
14329.0,9,269,4928.74
14331.0,124,28,462.65999999999997
14332.0,23,26,866.31
14333.0,64,19,351.45
14334.0,17,163,2539.46
14335.0,16,63,468.26
14336.0,17,90,1614.91
14338.0,158,34,554.22
14339.0,235,18,289.90999999999997
14340.0,219,6,134.7
14341.0,45,130,2166.38
14342.0,21,24,607.71
14344.0,127,71,889.9300000000001
14345.0,39,6,108.97999999999999
14346.0,121,60,1021.58
14348.0,260,18,409.57
14349.0,10,31,133.5
14350.0,271,21,258.7
14351.0,165,1,51.0
14352.0,157,47,1078.96
14353.0,215,6,90.6
14354.0,6,9,163.62
14355.0,366,11,174.4
14356.0,60,38,666.9399999999999
14357.0,43,41,225.77
14359.0,19,58,882.58
14360.0,32,118,2128.23
14362.0,22,41,161.2
14364.0,109,69,3717.35
14367.0,8,533,9167.82
14368.0,320,8,155.0
14371.0,295,4,100.5
14373.0,358,4,76.55
14375.0,185,75,257.68
14377.0,191,11,617.05
14379.0,44,46,348.1
14381.0,52,56,202.68
14382.0,26,131,626.0699999999999
14383.0,38,59,1247.69
14385.0,9,14,202.11
14386.0,297,7,142.4
14387.0,33,140,1770.56
14388.0,9,191,3172.04
14389.0,9,62,999.72
14390.0,10,291,4592.47
14393.0,218,5,67.95
14395.0,2,353,3471.91
14396.0,65,73,487.99
14397.0,1,95,2556.68
14400.0,141,26,559.7
14401.0,4,183,4039.98
14403.0,130,26,1426.31
14404.0,34,104,1434.72
14406.0,119,8,156.75
14407.0,107,76,2111.08
14408.0,11,107,2606.53
14409.0,71,55,1908.25
14410.0,16,287,576.3
14411.0,311,14,1063.0
14412.0,35,45,761.3299999999999
14413.0,362,23,122.7
14414.0,92,98,1485.1299999999999
14415.0,1,612,5811.56
14416.0,22,14,490.22
14418.0,4,124,1937.25
14419.0,11,206,1058.06
14420.0,85,30,385.87
14421.0,57,27,813.11
14422.0,1,222,4263.64
14423.0,218,3,265.2
14424.0,18,1,322.08
14426.0,19,264,3918.9
14427.0,50,17,363.34000000000003
14428.0,7,148,1230.14
14431.0,299,22,397.76
14432.0,10,382,2255.51
14434.0,22,12,1372.8
14436.0,99,9,89.06
14437.0,143,6,-43.400000000000006
14438.0,306,9,131.9
14439.0,320,32,2661.24
14440.0,8,55,2357.6800000000003
14441.0,1,59,1545.14
14442.0,2,68,1544.62
14443.0,54,98,1400.88
14446.0,1,293,1039.58
14447.0,19,70,1163.23
14448.0,9,20,375.35
14449.0,19,258,907.1
14450.0,181,40,483.25
14451.0,60,109,662.59
14452.0,11,62,264.44
14453.0,190,22,119.93
14456.0,5,977,3047.63
14457.0,311,4,113.64
14459.0,155,37,1837.92
14460.0,110,17,383.34
14461.0,148,180,2103.06
14462.0,64,246,1965.9
14463.0,98,6,529.62
14465.0,247,130,1058.6200000000001
14466.0,29,72,2272.4
14467.0,18,90,598.76
14470.0,12,43,461.19
14472.0,104,281,1936.84
14473.0,74,7,234.34000000000003
14474.0,43,30,537.71
14475.0,72,47,799.82
14476.0,257,19,215.7
14477.0,20,11,1307.81
14479.0,254,18,316.25
14480.0,11,13,279.05
14481.0,165,30,636.51
14482.0,18,144,2068.15
14483.0,150,10,129.2
14484.0,50,14,321.92
14485.0,39,47,165.75
14487.0,27,145,1183.58
14488.0,51,49,1047.43
14489.0,207,30,463.38
14491.0,175,17,340.93
14493.0,7,123,2362.84
14494.0,26,7,139.56
14495.0,51,6,123.8
14496.0,312,19,538.8100000000001
14497.0,301,31,457.47
14498.0,43,193,1957.32
14499.0,26,194,815.32
14500.0,88,7,356.85
14501.0,64,12,190.31
14502.0,20,631,2351.02
14503.0,3,164,3543.26
14504.0,47,107,673.26
14505.0,17,803,5818.7
14506.0,17,316,2012.17
14507.0,24,98,1368.18
14508.0,22,57,276.42
14511.0,11,71,1267.4099999999999
14512.0,188,23,275.28
14513.0,101,18,438.49
14514.0,61,73,1055.35
14515.0,18,101,2102.09
14517.0,33,18,330.45
14518.0,64,16,174.37
14520.0,2,4,270.6
14522.0,24,17,974.54
14523.0,108,12,241.09
14524.0,32,203,1867.68
14525.0,9,298,4221.37
14527.0,3,1011,7711.38
14528.0,37,18,364.21999999999997
14529.0,60,229,620.04
14530.0,26,216,2925.91
14532.0,236,64,932.85
14533.0,25,65,1812.6200000000001
14534.0,3,558,4075.35
14535.0,59,333,2841.09
14536.0,260,19,171.8
14537.0,58,10,355.56
14538.0,65,19,388.25
14539.0,16,32,537.48
14540.0,10,76,996.26
14541.0,59,111,1461.65
14542.0,186,5,103.25
14543.0,4,107,2916.17
14544.0,24,114,2024.45
14546.0,4,417,2487.02
14547.0,4,367,3986.7400000000002
14548.0,151,4,652.8
14549.0,311,56,289.24
14550.0,11,48,765.62
14551.0,18,10,186.23
14552.0,152,58,165.07
14553.0,19,113,859.27
14554.0,10,216,2381.04
14555.0,57,21,324.14
14557.0,64,32,0.0
14560.0,7,76,2174.18
14561.0,76,69,1080.76
14562.0,4,446,4709.22
14565.0,96,129,3073.77
14566.0,111,4,1432.0
14567.0,35,34,1524.46
14569.0,1,12,227.39
14570.0,281,29,218.06
14572.0,3,273,2803.69
14573.0,180,241,1603.72
14576.0,372,1,35.400000000000006
14577.0,13,123,859.71
14578.0,3,24,168.63
14581.0,17,17,138.6
14582.0,41,6,114.11
14583.0,6,330,1052.55
14584.0,169,101,1029.26
14585.0,50,29,157.05
14586.0,227,27,134.16
14587.0,19,384,1598.24
14589.0,372,3,39.75
14591.0,15,197,1447.14
14592.0,35,164,570.46
14593.0,22,152,617.99
14594.0,7,53,379.83
14595.0,20,102,1740.6
14597.0,11,55,883.15
14598.0,44,50,221.97
14600.0,306,25,393.33000000000004
14601.0,11,7,213.96
14603.0,275,2,660.0
14606.0,1,2782,11713.85
14607.0,16,114,11341.1
14608.0,4,20,1785.15
14609.0,72,4,601.56
14616.0,243,3,406.08000000000004
14618.0,9,17,538.59
14619.0,239,22,379.51
14620.0,204,30,393.28000000000003
14621.0,1,96,1765.76
14622.0,185,21,320.58000000000004
14623.0,32,135,869.35
14624.0,57,13,225.85
14625.0,185,57,848.48
14626.0,9,126,2757.07
14627.0,312,5,-21.85
14628.0,91,24,671.96
14629.0,4,153,939.21
14631.0,51,41,1006.98
14632.0,263,8,114.56
14633.0,266,20,344.90000000000003
14636.0,36,28,609.85
14638.0,51,16,443.6
14639.0,52,175,2952.34
14640.0,16,113,2042.15
14641.0,22,7,110.46
14642.0,59,2,96.12
14643.0,170,34,668.61
14644.0,9,29,780.46
14645.0,157,30,597.09
14646.0,2,2085,279489.02
14647.0,201,30,243.22
14649.0,5,199,1417.29
14651.0,67,102,654.6
14652.0,77,29,114.18
14653.0,1,237,1947.55
14655.0,4,50,1930.15
14656.0,169,80,291.05
14657.0,18,127,838.27
14658.0,5,29,247.15
14659.0,9,259,2456.53
14660.0,87,30,285.74
14661.0,27,4,107.95
14662.0,29,168,771.17
14664.0,20,99,637.89
14665.0,61,117,1258.38
14666.0,24,14,195.25
14667.0,11,576,9231.2
14669.0,242,170,1269.99
14670.0,280,132,411.53
14672.0,235,61,765.55
14673.0,3,74,1736.4
14675.0,16,102,604.75
14676.0,31,44,2543.2400000000002
14679.0,372,1,-2.55
14680.0,25,320,26932.34
14681.0,71,7,498.95
14682.0,188,2,52.0
14684.0,26,421,1236.28
14687.0,107,15,628.38
14688.0,8,359,5107.38
14689.0,209,13,112.8
14690.0,44,54,358.61
14691.0,31,71,2114.33
14692.0,137,69,582.05
14693.0,265,8,172.9
14696.0,4,133,2070.97
14697.0,218,22,188.60999999999999
14698.0,2,210,1250.76
14699.0,214,8,109.13000000000001
14700.0,32,115,2235.3
14701.0,11,350,2486.2200000000003
14702.0,1,348,3250.64
14703.0,15,22,318.17
14704.0,11,415,1546.91
14705.0,199,1,179.0
14708.0,3,29,1096.67
14709.0,15,197,4911.14
14710.0,14,139,606.13
14711.0,10,359,2838.2
14712.0,29,25,917.07
14713.0,9,341,2664.2599999999998
14714.0,24,10,160.19
14715.0,25,71,867.38
14716.0,43,55,329.68
14719.0,2,238,1592.18
14720.0,6,37,663.81
14722.0,147,29,187.92000000000002
14723.0,10,278,1158.3
14725.0,25,52,718.08
14727.0,274,10,268.58
14729.0,374,71,313.49
14730.0,1,501,2005.06
14731.0,47,45,380.02
14732.0,8,149,2686.34
14733.0,9,216,9451.54
14735.0,4,205,5807.6900000000005
14737.0,4,17,1164.55
14738.0,39,56,1289.94
14739.0,2,61,3899.1
14740.0,191,93,1423.21
14741.0,12,59,1400.34
14744.0,16,28,1088.53
14745.0,113,70,1167.16
14747.0,248,19,294.3
14748.0,29,92,1311.79
14752.0,44,5,389.64
14753.0,87,30,563.15
14754.0,45,41,638.05
14755.0,10,237,4965.38
14756.0,15,38,738.96
14757.0,75,19,420.5
14758.0,145,71,1484.06
14759.0,5,102,1625.97
14760.0,294,7,53.8
14761.0,59,11,255.9
14762.0,264,21,300.52
14764.0,44,7,250.55
14765.0,29,39,254.11
14766.0,8,137,2423.07
14768.0,17,6,139.5
14769.0,3,1094,10641.6
14770.0,232,52,876.42
14772.0,112,9,139.26
14775.0,58,60,1011.9
14776.0,51,134,2195.58
14777.0,4,3,-17.45
14778.0,127,35,730.86
14779.0,281,41,386.15
14780.0,55,27,447.68
14782.0,320,6,200.10000000000002
14784.0,26,15,289.99
14785.0,10,3,77.4
14788.0,7,30,679.4399999999999
14789.0,29,6,197.64
14790.0,17,46,745.06
14792.0,64,4,0.0
14793.0,4,15,214.14
14794.0,3,82,1272.11
14795.0,166,6,131.45000000000002
14796.0,1,1165,7839.51
14798.0,53,12,173.74
14799.0,51,13,157.7
14800.0,48,392,4236.34
14801.0,61,59,193.14
14803.0,162,44,845.55
14804.0,9,12,353.27
14805.0,15,47,554.65
14806.0,75,11,193.39000000000001
14808.0,40,256,2175.37
14810.0,41,255,2087.88
14813.0,370,30,155.43
14815.0,37,53,778.5
14816.0,197,4,271.85
14817.0,200,63,1110.34
14818.0,74,48,657.8
14819.0,64,13,272.07
14820.0,21,29,507.29
14821.0,367,2,48.800000000000004
14823.0,180,70,321.43
14824.0,10,29,1127.71
14825.0,4,121,2226.91
14828.0,197,17,2139.76
14829.0,29,45,644.65
14830.0,53,40,197.13
14834.0,18,70,1698.35
14836.0,10,6,102.44999999999999
14837.0,90,110,1641.2
14840.0,268,4,62.85
14841.0,53,138,3295.76
14842.0,35,158,2456.8
14844.0,64,130,3189.81
14847.0,149,13,309.4
14849.0,22,392,7904.28
14850.0,312,22,278.15
14851.0,23,28,511.35
14852.0,58,143,2836.69
14853.0,9,10,463.05
14854.0,78,131,2749.89
14855.0,119,20,645.65
14856.0,36,66,1311.3799999999999
14857.0,60,61,1165.65
14859.0,13,59,1352.04
14860.0,9,12,168.62
14861.0,52,6,125.79
14862.0,26,48,841.1999999999999
14863.0,29,11,266.76
14865.0,7,4,52.2
14866.0,11,103,14197.45
14867.0,186,37,701.33
14868.0,3,147,2939.64
14869.0,4,72,721.95
14870.0,262,13,327.25
14871.0,3,98,522.38
14873.0,210,28,519.68
14875.0,9,50,1448.72
14878.0,13,124,1485.54
14880.0,77,47,706.19
14881.0,20,17,255.4
14882.0,27,11,589.7
14883.0,19,54,756.64
14885.0,132,15,765.3199999999999
14886.0,253,18,364.8
14887.0,79,6,1862.0
14888.0,207,20,369.2
14889.0,336,10,135.9
14890.0,254,7,125.65
14891.0,148,33,554.38
14893.0,10,73,1237.8500000000001
14894.0,85,23,655.75
14895.0,8,506,11020.26
14896.0,205,43,468.77000000000004
14897.0,8,55,1366.38
14898.0,23,119,1228.32
14901.0,11,98,1414.99
14902.0,21,24,314.11
14903.0,21,364,2744.48
14904.0,2,69,1025.44
14905.0,154,18,599.9
14907.0,3,168,3478.85
14908.0,74,9,277.8
14910.0,3,35,389.86
14911.0,1,5903,132572.62
14912.0,17,28,841.52
14913.0,36,87,1227.43
14915.0,86,13,258.83
14916.0,71,79,1264.84
14918.0,116,45,1610.15
14920.0,213,57,977.77
14921.0,30,78,1316.07
14923.0,51,44,749.1
14924.0,246,10,310.05
14929.0,32,11,223.88
14930.0,109,128,2372.86
14931.0,5,42,964.6800000000001
14932.0,366,17,363.53
14934.0,73,88,1888.84
14935.0,297,10,1784.71
14936.0,9,366,8117.42
14937.0,57,35,1617.63
14944.0,30,172,5842.95
14946.0,14,3,100.9
14947.0,72,14,290.82
14948.0,23,64,1066.57
14950.0,9,20,361.25
14951.0,79,20,311.69
14952.0,46,149,7912.79
14953.0,25,55,289.82
14954.0,12,85,336.17
14957.0,253,12,58.49
14958.0,147,42,499.68
14959.0,59,61,684.97
14960.0,8,27,221.27
14961.0,11,317,7006.58
14962.0,271,5,126.7
14963.0,10,198,1487.8
14964.0,247,13,206.21
14965.0,96,83,599.0
14966.0,15,38,191.32
14967.0,50,6,463.8
14968.0,30,37,147.59
14970.0,68,34,1592.06
14971.0,35,160,1116.57
14972.0,128,18,114.77
14973.0,107,32,1314.45
14974.0,37,21,114.39
14975.0,57,11,279.94
14976.0,57,73,765.86
14978.0,72,216,1931.42
14981.0,246,8,102.12
14984.0,19,41,213.27
14985.0,198,87,296.75
14987.0,16,4,326.4
14988.0,212,40,334.54
14995.0,39,61,233.23000000000002
14997.0,46,27,540.98
14998.0,170,75,429.87
15000.0,48,77,490.52
15002.0,116,115,1641.76
15004.0,147,158,1246.32
15005.0,16,1160,6180.49
15006.0,51,144,502.09
15007.0,159,12,156.91
15009.0,12,182,1261.78
15010.0,36,20,308.94
15012.0,54,128,423.04
15014.0,43,35,260.17
15016.0,173,20,170.04
15017.0,34,20,125.58
15018.0,39,32,456.26
15019.0,267,70,266.0
15021.0,9,479,1872.28
15022.0,12,135,905.04
15023.0,3,563,6763.16
15024.0,10,155,1661.33
15025.0,33,72,377.01
15026.0,80,61,469.0
15027.0,31,37,1051.95
15028.0,8,48,627.13
15030.0,72,7,518.28
15031.0,4,111,668.14
15032.0,256,55,4464.1
15033.0,5,513,2571.02
15034.0,16,400,4277.66
15035.0,90,27,252.73000000000002
15036.0,72,127,465.55
15038.0,43,133,665.59
15039.0,10,1508,19786.44
15041.0,170,67,180.35
15042.0,199,5,135.93
15043.0,31,3,537.0
15044.0,19,461,7629.38
15045.0,152,13,633.66
15046.0,9,207,5064.01
15047.0,270,22,343.62
15048.0,65,98,380.57
15049.0,274,3,121.17000000000002
15050.0,25,80,1727.17
15051.0,23,143,1391.61
15052.0,319,30,215.78
15053.0,5,71,697.79
15054.0,12,114,302.1
15057.0,275,25,1489.5
15058.0,25,276,2124.9900000000002
15059.0,41,239,1325.82
15060.0,8,121,303.09
15061.0,4,410,54228.74
15062.0,71,57,987.86
15063.0,213,5,370.79999999999995
15065.0,38,158,3135.98
15066.0,32,53,760.59
15067.0,78,82,1744.76
15068.0,46,104,553.36
15069.0,179,70,1109.53
15070.0,373,1,106.2
15071.0,94,26,982.07
15073.0,10,76,612.43
15074.0,105,42,748.87
15075.0,78,27,773.03
